0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,label
0.0579698,-0.096881,0.2351093,-0.31564188,-0.21967901,0.14050995,0.0071581546,0.27314925,-0.36954847,-0.07870083,0.048783712,-0.13895205,0.037662014,0.121169515,-0.008794526,-0.16980225,0.1232294,0.02892196,-0.55759555,0.17507769,0.21629512,-0.03245811,0.19316861,0.06101242,0.14526713,-0.13655362,-0.035540067,-0.275671,0.08887695,0.09036363,-0.15554987,0.3824736,-0.15971504,-0.097046554,-0.04903558,0.08343223,-0.18555488,0.22463961,-0.32951307,-0.06140399,-0.48089552,-0.13973656,0.37627554,-0.29305035,0.03678318,0.047227297,0.195223,-0.3080146,0.064916104,-0.68649995,0.2574671,-0.17091797,-0.044732023,0.74581766,-0.13618039,-1.9151013,-0.25933534,-0.1878331,1.0135492,0.47096512,-0.14466445,0.14531757,-0.21286933,0.014584704,0.46530855,-0.15293638,0.09449255,0.60455304,-0.07579917,0.018734455,-0.013196771,-0.057512693,-0.12745637,-0.36196777,0.14974375,-0.011290327,-0.07398191,0.07100861,-0.63658696,0.08249366,0.49419034,-0.18508637,-0.2291129,-0.08258586,-0.90441793,-0.30968904,-0.15603457,0.06430187,-0.0068752873,-0.11187308,-0.15586387,-0.09776429,-0.1818827,0.14890677,-0.19947255,0.23856054,-0.20040059,0.11905826,0.32242396,-0.027754582,sport
-0.008309845,0.091658995,0.29076937,-0.37201136,-0.11547252,0.11347513,0.15055874,0.16996792,-0.33578667,-0.11684228,0.11102666,-0.07750462,0.030769097,0.026864279,0.09118589,-0.19319496,0.060314305,0.08803944,-0.3368757,0.23628451,0.3096145,0.048869837,0.06612468,0.10355771,0.290654,-0.118786976,-0.16819508,-0.32241136,0.13848168,-0.009114152,-0.25644118,0.38590866,-0.017010236,-0.06139934,0.09370697,0.07681618,-0.23018086,0.27555057,-0.26909044,-0.046344858,-0.27427858,-0.14997241,0.3344683,-0.18638408,0.0009622163,0.101062365,0.10560435,-0.34549874,0.14706688,-0.6854738,0.0751317,-0.12389643,-0.08225204,0.7777409,-0.084322095,-2.2184353,-0.2626061,-0.110321686,1.1019486,0.56196797,-0.16978359,0.39532444,-0.24476252,0.110312335,0.44164628,0.04592571,0.17474563,0.39562997,-0.08260413,-0.023927016,-0.027478918,-0.033245075,-0.15980057,-0.28871474,0.18152834,0.011791789,-0.18587098,0.02978537,-0.50995076,0.024598068,0.46779945,-0.024694178,-0.35373235,-0.018342959,-1.0027297,-0.29324815,0.010770063,0.019024253,-0.18467812,-0.10213884,-0.16408972,-0.06867953,-0.11605318,0.1273738,-0.5440912,0.09184707,-0.08762816,0.05049569,0.30294928,-0.04744186,sport
0.106551,0.08944267,0.31471968,-0.33819166,-0.13938312,0.081067964,-0.00090456806,0.10992476,-0.30812612,-0.07337603,0.13019535,-0.11584151,-0.03211814,-0.06906167,0.0027753836,-0.19697863,0.09717589,0.1311564,-0.3226311,0.23014367,0.17707425,0.080237746,0.010369852,0.0726417,0.20694108,-0.1127755,-0.07286475,-0.38950476,0.18916613,-0.12738654,-0.38833383,0.42552942,-0.09112762,-0.034664754,0.19816081,0.032584682,-0.1417738,0.3377922,-0.27798367,-0.086973466,-0.23931201,-0.19030192,0.38349238,-0.36979705,0.051632904,0.077712364,0.27103716,-0.30669475,0.09582775,-0.58910024,0.17517959,-0.12487779,-0.0939025,0.7936389,0.06963856,-2.1073394,-0.27128375,0.005149816,0.9826214,0.43257615,-0.18788332,0.46381444,-0.37254027,0.015450792,0.42118648,-0.0055599925,0.20180908,0.5188391,-0.23817085,-0.09657477,0.09560705,-0.15670925,-0.03328881,-0.4448704,0.22561757,-0.026262023,-0.14771973,-0.10404755,-0.50839525,-0.004172854,0.5572923,-0.07782571,-0.413867,-0.032816794,-0.94337493,-0.30714738,-0.29001093,0.1975336,-0.18880591,-0.22298656,-0.20456171,-0.08641902,-0.06848486,0.13774735,-0.4382936,0.035745222,-0.09807974,0.006149521,0.24517873,0.035268124,sport
0.2525404,0.1833495,0.31883323,-0.30513316,0.07901134,0.13392833,0.14356071,0.12932405,-0.39415738,-0.05560863,0.027405612,-0.23977125,0.11126677,-0.09022135,-0.059560876,-0.08932679,0.45074156,0.02079852,-0.32418907,0.18820433,-0.1165153,0.061891407,0.15489097,0.1531875,0.22313038,-0.2767358,-0.07213524,-0.40109155,0.37769872,0.00040860695,-0.18078582,0.42750174,-0.05865398,-0.014617152,0.14876257,0.07342767,-0.23005846,0.44932932,-0.46613812,0.006553494,-0.30467364,-0.11486355,0.3685014,-0.21318853,0.19121881,0.14153416,0.09095385,-0.3729713,-0.063305706,-0.50649804,-0.08284025,-0.2039307,0.11240938,0.78398865,-0.0975429,-1.97326,-0.36876154,0.092787,0.9587198,0.41020992,-0.07128291,0.33086628,-0.23810995,0.115032665,0.3968056,-0.15366553,-0.027024934,0.52458864,0.072161496,0.06079861,0.22585163,-0.06133438,-0.18224141,-0.2948217,0.037882302,0.014730564,-0.13046135,-0.07993432,-0.6893367,-0.1413932,0.4946045,-0.11841835,-0.20163134,-0.04079057,-0.8451439,-0.40148333,-0.17842767,0.110433355,0.11051077,-0.40129262,-0.03290081,-0.02446731,-0.07076881,0.32785365,-0.25548774,0.18847685,-0.2278093,-0.019040333,0.28710172,-0.15247832,sport
0.012640171,0.03863913,0.21359903,-0.27047023,-0.119051166,0.0077653583,-0.010644939,0.1177003,-0.08179625,-0.055368625,0.050534163,-0.011970323,0.1862375,-0.027594253,0.036964074,-0.2110586,-0.0031502964,0.088597,-0.3748398,0.20832199,0.18246149,0.085486226,-0.021543445,-0.1686052,0.08895227,-0.109288566,-0.06106304,-0.308942,0.052030906,0.0035850992,-0.14968035,0.48224643,-0.09545988,-0.046075158,-0.0068272008,0.1977827,-0.014726741,0.2482691,-0.12684974,-0.12846859,-0.39185628,-0.12367015,0.23233154,-0.21054149,-0.079974435,-0.008718291,0.112013675,-0.22592449,-0.03195642,-0.66652876,0.23113422,-0.20109221,0.02715829,0.7834092,0.003010765,-2.020779,-0.11142892,-0.000396199,1.0266839,0.46125135,-0.08821076,0.36608338,-0.29790595,-0.060205266,0.5739215,-0.029588947,0.32362562,0.39811158,0.0020165187,-0.011458344,0.054580227,-0.09329912,-0.033864934,-0.39541852,0.216575,-0.0025513952,-0.015791494,0.02115379,-0.6661661,0.06042332,0.3914095,-0.041098166,-0.2558445,-0.07060518,-1.0359182,-0.24079762,-0.12947573,0.086714715,-0.18718454,-0.3027002,-0.025013516,-0.1726318,-0.12303907,0.13873106,-0.29328805,0.10974676,-0.16878663,-0.09389361,0.3194592,0.16415091,sport
-0.06268418,0.086889535,0.27627438,-0.35356715,-0.15923393,-0.023464676,0.1251494,0.1474812,-0.2759407,-0.16818997,0.080172494,0.023345783,0.049442723,-0.060461745,0.033336557,-0.12785558,-0.024704043,0.116602406,-0.2810798,0.20017962,0.19771384,-0.04049812,0.0042712474,0.13896619,0.2498683,-0.0002518388,-0.14594708,-0.37520918,0.13278267,-0.05788329,-0.2953103,0.21907985,-0.12653267,-0.07838151,0.119432196,0.0110233,-0.19605833,0.29214457,-0.25690222,0.019071436,-0.25414065,-0.18153596,0.34961435,-0.25150415,-0.07359712,0.044974387,0.10333101,-0.2880252,0.13348576,-0.7093827,0.1634095,-0.09661687,-0.028831637,0.6457301,0.13872086,-2.1196592,-0.2093751,-0.15897089,0.9843791,0.5639015,-0.16946669,0.4548763,-0.2516533,0.10394808,0.38267452,0.040041704,0.19587758,0.39038327,-0.1956901,-0.052907757,0.013346426,-0.02235669,-0.24669583,-0.28023186,0.23389004,0.05443617,-0.18334438,0.03727923,-0.42452708,0.01230071,0.43211025,0.014789626,-0.31724477,-0.04789693,-0.94851863,-0.246576,0.033116143,0.121726714,-0.21725626,-0.12543762,-0.14009765,0.017162431,-0.0852701,0.13412729,-0.39080596,0.16829203,0.010102674,-0.043028828,0.27384648,-0.06938819,sport
-0.024110751,0.13452433,0.31245723,-0.26962298,-0.119893566,0.09000273,0.022936022,0.18139184,-0.35252652,-0.12616408,0.15988673,-0.09229722,0.009824705,0.12334645,0.07652502,-0.17769241,0.025468906,0.06986634,-0.37347856,0.2880889,0.3239288,0.009829308,0.13890696,0.0383103,0.21270521,-0.21482328,-0.10768185,-0.3250826,0.17615037,-0.12119498,-0.24046436,0.33458623,-0.050847016,-0.08861015,0.13435863,0.08592157,-0.19846927,0.24734747,-0.27468193,-0.049708072,-0.31681252,-0.2149496,0.2941185,-0.29826602,0.017695436,-0.020815996,0.2254735,-0.30222276,0.09490433,-0.6482164,0.018848637,-0.07939679,-0.021700602,0.8292001,-0.02497093,-2.1807082,-0.22426187,-0.03894118,1.0083393,0.42178243,-0.1597805,0.40677848,-0.27806845,0.0912678,0.4461133,0.031591307,0.10422725,0.38705286,-0.069129676,-0.112686485,0.014908074,-0.008824901,-0.13112497,-0.32271978,0.17362057,0.027391799,-0.17116164,-0.047323957,-0.4933376,0.05469089,0.5207961,0.018706566,-0.38422212,0.037908025,-0.982958,-0.3414958,-0.084303185,0.007614989,-0.14246249,-0.14121288,-0.16286531,-0.070128076,-0.06899887,0.11390897,-0.50294644,0.00785237,-0.11023471,0.022529406,0.34062153,0.0014629344,sport
0.009121297,0.09497317,0.35855636,-0.29585478,0.006949212,0.192376,0.23813073,0.2875398,-0.39309782,-0.15710334,0.09292989,-0.0059967716,-0.11840728,0.10713835,0.082525186,-0.05418101,0.03140277,0.117552996,-0.39524063,0.22593327,0.29500636,0.020928765,0.2693575,0.16798438,0.46191755,-0.35027826,-0.06820852,-0.37290773,0.30451238,-0.094550125,-0.29815054,0.04438209,-0.09107406,-0.11039512,0.14264365,0.04902776,-0.15901268,0.3440397,-0.3988552,-0.025818758,-0.13279827,-0.21800312,0.4012695,-0.32571515,0.16927518,0.06611345,0.11872583,-0.36449593,0.14432523,-0.52164865,-0.04106011,-0.06795351,-0.16964391,0.68862927,-0.1253887,-2.0027597,-0.30770144,0.015692092,0.8105188,0.4822928,-0.052531675,0.20277555,-0.17439584,0.20714314,0.3593721,0.064634256,-0.091581345,0.44829488,-0.06766492,-0.007011328,0.021982292,-0.027303966,-0.27332783,-0.3276626,0.122676075,-0.096511394,-0.16554554,0.05920206,-0.49649256,0.105510205,0.57098615,-0.08907099,-0.29760346,0.056392882,-0.8158255,-0.3029822,-0.05436297,0.08226644,-0.07173601,-0.044823967,-0.15417089,-0.017316723,0.04202508,0.28969437,-0.5128123,0.18154225,-0.113644086,-0.013126941,0.21786976,-0.22251187,sport
-0.07001405,0.09619445,0.39581814,-0.17853524,-0.044006955,0.11842779,0.10617539,0.28475133,-0.5418633,-0.09934763,0.27277547,-0.050950117,-0.102214806,0.10150119,0.0793501,-0.17944033,0.0061993785,0.08178709,-0.3955694,0.23326069,0.4393671,0.04872575,0.29540285,0.2173587,0.3028655,-0.18729894,0.010661274,-0.25590834,0.3130009,-0.160037,-0.33163232,0.2610732,-0.035011124,-0.06561928,0.08363492,-0.14383703,-0.2245979,0.27856535,-0.42003372,-0.028008852,-0.3761746,-0.31994846,0.4074916,-0.3182743,0.16549595,-0.043440998,0.27085358,-0.30692172,0.14853849,-0.6216287,-0.18947306,-0.04701403,0.050089713,0.82451385,-0.025121234,-2.069418,-0.34511513,-0.13133791,1.0233164,0.4734262,-0.2928666,0.22886086,-0.30275407,0.041266114,0.37127262,0.05604335,-0.079400145,0.44022283,-0.032701775,-0.0133251,-0.07553432,0.036390997,-0.12245576,-0.22948462,0.13674387,0.05883817,-0.15891209,-0.10499876,-0.48280317,0.040379956,0.51834714,-0.0033816332,-0.21568595,0.081303485,-0.7921965,-0.32622254,-0.0952452,0.109357916,-0.016717752,0.03229691,-0.13228922,0.025374793,-0.09333243,0.15349846,-0.55826926,0.09913545,-0.1268318,0.07406934,0.29116315,-0.07720576,sport
0.07518247,0.014736374,0.27441594,-0.24306598,-0.2096312,0.18697725,-0.014660531,0.19355597,-0.17462139,-0.019466178,0.10556782,-0.1132348,0.112973824,-0.07116917,-0.027410071,-0.090230495,-0.07334763,0.0027209849,-0.40924883,0.20424679,0.18923034,0.027560554,-0.018668689,-0.01996307,0.036245096,-0.16692916,-0.053570908,-0.24092573,0.16422601,-0.065659925,-0.20929332,0.39871785,-0.12833564,-0.03644366,0.13545352,0.0838583,-0.17861061,0.3019026,-0.20937505,-0.09669339,-0.32926777,-0.25124,0.29281378,-0.26650667,0.039604124,-0.00293532,0.1958411,-0.23207,0.014725676,-0.60068053,0.25313586,-0.160094,-0.017930515,0.739194,-0.083692126,-1.9131409,-0.19405118,-0.034025528,0.9552698,0.41863662,-0.26367995,0.30554378,-0.30087027,-0.085410975,0.42767182,-0.08954973,0.20952077,0.4694531,-0.08429205,-0.0785548,-0.005548402,-0.13294423,0.026264053,-0.4655175,0.16617139,0.07519897,-0.12756734,-0.03965744,-0.6465307,0.07623763,0.51896924,-0.15781659,-0.30727226,-0.049982883,-1.0186324,-0.34195817,-0.19255717,0.14483637,-0.089095816,-0.24856801,-0.015341,-0.098957635,-0.1557435,0.15870593,-0.24908908,0.047281474,-0.19963859,0.09126175,0.23115557,0.015447268,sport
